,Rk,Player,Nation,Position,Squad,Competition,Age,Born,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots per 90,Shots on Target per 90,Goals per Shot,Goals per Shot on Target,Avg Shot Distance,Free Kicks,Penatly Kicks,Penalty Kicks Attempted,Expected Goals,Non Penalty Expected Goals,Non Penalty Expected Goals per shot,Goals - Expected Goals,Non Penalty Goals - Expected Goals,Total Passes Completed,Total Passes Attempted,Total Pass Completion %,Total Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,Expected Assisted Goals,Expected Assists,Assists - Expected Assisted Goals,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Total Passes Attempted,Live-Ball Passes,Dead-Ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw Ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Total Passes Completed,Total Passes Offside,Total Passes Blocked,Shot Creating Actions,Shot Creating Actions per 90,SCA Pass Live,SCA Pass Dead,SCA Take Ons,SCA Shot,SCA Fouls Drawn,SCA Defensive Actions,Goal Creating Actions,Goal Creating Actions per 90,GCA Pass Live,GCA Pass Dead,GCA Take Ons,GCA Shot,GCA Fouls Drawn,GCA Defensive Actions,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Number of Dribblers Tackled,Number of Dribbles Challenged,Dribblers Tackled %,Dribbled Past,Total Blocks,Shots Blocked,Passes Blocked,Interceptions,Tackles + Interceptions,Clearances,Errors,Touches,Touches in Defensive Penalty,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live Ball Touches,Take Ons Attempted,Successful Take Ons,Successful Take on %,Times Tackled,Tackled %,Number of Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Matches Played,Minutes Played,Minutes per Match,Total Minutes Played %,Starts,Minutes per Start,Complete Matches Played,Subbed On,Minutes per Sub,Subbed Off,PPM,onG,onGA,Goals +/-,Goals +/- per 90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Yellow Cards,Red Cards,Second Yellows,Fouls Committed,Fouls Drawn,Offside,Crs,Int,Tackles Won,Penalty Kicks Won,Penalty Kicks Converted,Own Goals,Loose Balls Recovered,Aerials Won,Aerials Lost,Aerials Won %,Poss
44,46,Faride Alidou,de GER,MF,Koln,de Bundesliga,22-054,2001,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,75.0,200.0,57.5,7.5,10.0,75.0,2.5,5.0,50.0,2.5,2.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,100.0,,,,,,,,,42.5,2.5,7.5,25.0,10.0,0.0,42.5,7.5,0.0,0.0,7.5,100.0,22.5,120.0,52.5,0.0,0.0,0.0,2.5,2.5,27.5,0.0,2.5,225.0,225.0,33.3,2.5,225.0,2.5,0.0,0.0,2.5,7.5,7.5,5.0,2.5,2.5,1.25,7.5,5.999999999999999,1.25,1.3,1.875,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.5,,0.0,0.0,0.0,10.0,7.5,0.0,100.0,
45,47,Nabil Alioui,fr FRA,FW,Le Havre,fr Ligue 1,24-204,1999,3.2,0.9375,2.5,1.25,50.0,0.7906249999999999,0.39375,0.11875,0.234375,5.593749999999999,0.0,0.0,0.0,0.15625,0.15625,0.01875,0.78125,0.78125,16.25,25.9375,62.7,265.9375,80.625,9.6875,11.5625,83.8,4.0625,7.1875,56.5,2.1875,4.6875,46.7,0.0,0.21874999999999997,0.21874999999999997,-0.21874999999999997,1.25,1.25,0.625,0.0,2.1875,25.9375,19.0625,6.25,1.5625,0.0,0.0,3.4375,0.0,2.1875,1.875,0.3125,0.0,16.25,0.625,0.9375,2.1875,0.6906249999999999,0.9375,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4807703045110222,0.2403851522555111,0.2403851522555111,0.2403851522555111,0.2403851522555111,0.2403851522555111,0.0,36.875,0.625,3.125,17.1875,16.875,3.125,36.875,2.5,0.625,25.0,1.875,75.0,21.875,103.4375,30.9375,0.625,0.625,0.625,1.5625,0.625,21.875,6.5625,1.25,112.5,28.125,100.0,1.25,28.125,1.25,0.0,0.0,0.0,0.9375,2.5,0.625,1.875,0.46875,0.0,2.2187499999999996,1.0625,1.15625,0.290625,0.0,0.0,0.0,0.0,0.625,0.9375,0.3125,3.4375,0.3125,0.0,0.0,0.0,0.0,1.875,1.5625,2.1875,41.7,0.7692324872176355
46,48,Alisson,br BRA,GK,Liverpool,eng Premier League,30-343,1992,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,39.75,81.8,714.5,447.25,7.5,7.5,100.0,19.75,19.75,100.0,5.0,12.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75,31.25,8.5,1.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.5,0.125,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25999467007779087,0.0,0.25999467007779087,0.0,0.0,0.0,0.0,0.0,0.25999467007779087,0.0,41.75,30.25,41.25,0.5,0.0,0.0,41.75,0.0,0.0,0.0,0.0,0.0,29.5,134.5,91.25,0.0,0.0,0.0,0.25,0.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.25,0.0,100.0,1.0399786803111635
47,49,Jim Allevinah,ga GAB,"MF,DF",Clermont Foot,fr Ligue 1,28-195,1995,2.7,0.0,1.8518518518518516,0.0,0.0,0.6925925925925925,0.0,0.0,0.0,7.518518518518518,0.0,0.0,0.0,0.07407407407407407,0.07407407407407407,0.01111111111111111,-0.07407407407407407,-0.07407407407407407,26.296296296296294,35.925925925925924,73.2,375.18518518518516,92.59259259259258,14.814814814814813,17.777777777777775,83.3,8.888888888888888,12.222222222222221,72.7,0.7407407407407407,2.222222222222222,33.3,0.0,0.037037037037037035,0.07407407407407407,-0.037037037037037035,1.4814814814814814,1.8518518518518516,0.37037037037037035,0.0,3.333333333333333,35.925925925925924,35.18518518518518,0.7407407407407407,0.0,0.37037037037037035,0.0,2.962962962962963,0.7407407407407407,0.0,0.0,0.0,0.0,26.296296296296294,0.0,1.8518518518518516,1.8518518518518516,0.6925925925925925,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.211834024704184,1.105917012352092,0.552958506176046,1.105917012352092,0.552958506176046,1.105917012352092,2.211834024704184,50.0,1.105917012352092,1.105917012352092,0.552958506176046,0.552958506176046,1.6588755185281379,3.8707095432323224,0.552958506176046,0.0,45.55555555555555,1.111111111111111,6.296296296296296,23.333333333333332,18.148148148148145,2.962962962962963,45.55555555555555,3.7037037037037033,1.8518518518518516,50.0,1.111111111111111,30.0,34.44444444444444,237.4074074074074,111.85185185185185,3.7037037037037033,1.8518518518518516,1.4814814814814814,2.5925925925925926,1.111111111111111,34.44444444444444,5.925925925925926,1.111111111111111,100.0,33.33333333333333,100.0,1.111111111111111,33.33333333333333,1.111111111111111,0.0,0.0,0.0,0.37037037037037035,1.111111111111111,1.4814814814814814,-0.37037037037037035,-0.12222222222222222,0.0,1.3333333333333333,1.222222222222222,0.14814814814814814,0.04444444444444444,0.0,0.0,0.0,0.0,0.7407407407407407,1.4814814814814814,0.0,2.962962962962963,1.111111111111111,1.105917012352092,0.0,0.0,0.0,4.444444444444444,0.37037037037037035,1.111111111111111,25.0,1.4929879666753243
48,50,Domingos Andre Ribeiro Almeida,pt POR,FW,Valencia,es La Liga,23-103,2000,2.5,0.0,0.8,0.4,50.0,0.324,0.16399999999999998,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,27.2,36.4,74.7,434.0,122.8,14.0,15.6,89.7,10.0,12.0,83.3,2.4,4.0,60.0,0.4,0.16,0.12,0.24,1.6,2.8,1.6,0.0,6.0,36.4,34.4,2.0,1.2,0.0,0.8,2.4,0.4,0.4,0.0,0.4,0.0,27.2,0.0,3.6,5.2,2.128,3.6,0.4,0.8,0.4,0.0,0.0,0.4,0.16399999999999998,0.4,0.0,0.0,0.0,0.0,0.0,3.079070384949876,1.7594687913999296,0.8797343956999648,1.7594687913999296,0.4398671978499824,1.319601593549947,3.079070384949876,42.9,1.7594687913999296,1.7594687913999296,0.0,1.7594687913999296,0.8797343956999648,3.9588047806498414,0.8797343956999648,0.0,48.8,1.2,6.8,21.6,20.4,2.0,48.8,2.8,1.6,57.1,1.2,42.9,33.6,167.2,72.4,1.2,3.6,0.4,2.0,2.8,36.8,2.0,0.8,45.6,22.8,31.7,0.4,36.0,0.4,0.4,9.6,0.8,0.6,0.4,1.2,-0.8,-0.632,-0.484,0.36,0.96,-0.6,-0.488,-0.476,0.0,0.0,0.0,1.2,2.8,0.0,2.4,0.8,1.7594687913999296,0.0,0.0,0.0,4.8,0.0,1.6,0.0,1.099667994624956
49,51,Miguel Almiron,py PAR,FW,Newcastle Utd,eng Premier League,29-212,1994,3.5,0.0,2.5714285714285716,0.5714285714285714,22.2,0.7314285714285714,0.16285714285714284,0.0,0.0,5.3999999999999995,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.02,-0.19999999999999998,-0.19999999999999998,30.285714285714285,35.714285714285715,84.8,408.85714285714283,68.0,19.428571428571427,22.0,88.3,9.428571428571429,10.285714285714286,91.7,0.8571428571428571,1.4285714285714286,60.0,0.0,0.1142857142857143,0.028571428571428574,-0.1142857142857143,1.1428571428571428,0.8571428571428571,0.8571428571428571,0.0,2.2857142857142856,35.714285714285715,35.42857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,30.285714285714285,0.2857142857142857,0.8571428571428571,2.5714285714285716,0.7314285714285714,2.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8143213928932457,0.8143213928932457,0.27144046429774854,0.27144046429774854,0.27144046429774854,0.8143213928932457,1.90008325008424,42.9,1.0857618571909942,1.3572023214887428,0.0,1.3572023214887428,0.8143213928932457,1.6286427857864914,0.0,0.0,44.57142857142857,0.2857142857142857,7.428571428571429,16.857142857142858,20.285714285714285,4.0,44.57142857142857,1.1428571428571428,0.2857142857142857,25.0,0.5714285714285714,50.0,32.857142857142854,241.71428571428572,130.28571428571428,5.428571428571429,2.0,1.7142857142857142,0.8571428571428571,1.4285714285714286,35.714285714285715,8.285714285714286,1.1428571428571428,102.0,25.428571428571427,99.2,1.1428571428571428,25.428571428571427,0.5714285714285714,0.0,0.0,0.0,0.5,1.4285714285714286,0.8571428571428571,0.5714285714285714,0.14285714285714285,8.714285714285714,1.542857142857143,1.2,0.37142857142857144,0.09142857142857143,0.6942857142857143,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.8143213928932457,0.0,0.0,0.0,4.0,0.0,0.2857142857142857,0.0,0.95004162504212
50,52,Pontus Almqvist,se SWE,FW,Lecce,it Serie A,24-062,1999,3.0,0.3333333333333333,1.6666666666666667,1.0,60.0,0.5566666666666666,0.3333333333333333,0.06666666666666667,0.11,7.033333333333334,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.013333333333333334,0.26666666666666666,0.26666666666666666,21.333333333333332,26.666666666666668,80.0,291.3333333333333,55.333333333333336,14.666666666666666,17.666666666666668,83.0,4.0,5.666666666666667,70.6,1.6666666666666667,1.6666666666666667,100.0,0.0,0.06666666666666667,0.03333333333333333,-0.06666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.0,1.6666666666666667,26.666666666666668,26.333333333333332,0.3333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,21.333333333333332,0.0,0.3333333333333333,3.0,1.0,2.6666666666666665,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.7618564543913453,1.5101626751925816,0.5033875583975271,1.0067751167950543,0.25169377919876357,0.5033875583975271,1.7618564543913453,28.6,1.2584688959938182,1.0067751167950543,0.0,1.0067751167950543,0.5033875583975271,2.265244012788872,0.25169377919876357,0.0,41.0,0.6666666666666666,4.333333333333333,19.0,18.0,3.3333333333333335,41.0,6.333333333333333,3.3333333333333335,52.6,2.6666666666666665,42.1,26.666666666666668,227.0,119.0,4.666666666666667,2.0,1.3333333333333333,2.0,2.3333333333333335,30.666666666666668,7.666666666666667,0.6666666666666666,24.666666666666668,12.333333333333334,20.6,0.3333333333333333,15.0,0.0,0.3333333333333333,9.666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.0,0.6666666666666666,0.81,1.3366666666666667,0.5666666666666667,0.39999999999999997,0.16666666666666666,0.18666666666666668,0.48666666666666664,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.5101626751925816,0.0,0.0,0.0,3.3333333333333335,0.0,0.6666666666666666,0.0,0.7550813375962908
51,53,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32-256,1990,1.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,17.1,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,60.0,70.0,85.7,923.0,240.0,31.0,34.0,91.2,27.0,32.0,84.4,1.0,2.0,50.0,0.0,0.1,0.1,-0.1,2.0,2.0,2.0,0.0,4.0,70.0,59.0,11.0,3.0,0.0,1.0,4.0,7.0,1.0,0.0,0.0,0.0,60.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.732494198778593,5.239496519267155,3.492997679511437,5.239496519267155,0.0,5.239496519267155,5.239496519267155,100.0,0.0,3.492997679511437,0.0,3.492997679511437,5.239496519267155,13.971990718045747,3.492997679511437,0.0,85.0,2.0,19.0,40.0,26.0,5.0,85.0,2.0,2.0,100.0,0.0,0.0,52.0,237.0,97.0,4.0,2.0,1.0,1.0,2.0,54.0,15.0,4.0,271.0,68.0,75.3,4.0,68.0,0.0,0.0,0.0,0.0,1.75,5.0,1.0,4.0,1.33,4.36,5.2,2.7,2.5,0.83,2.14,0.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,5.239496519267155,0.0,0.0,0.0,5.0,1.0,1.0,50.0,1.7464988397557184
52,55,Edson Alvarez,mx MEX,MF,West Ham,eng Premier League,25-321,1997,2.0,0.0,0.5,0.0,0.0,0.245,0.0,0.0,0.0,9.35,0.0,0.0,0.0,0.05,0.05,0.07,-0.05,-0.05,37.0,46.5,79.6,632.0,209.0,19.5,22.5,86.7,11.5,14.0,82.1,4.5,7.5,60.0,0.0,0.05,0.0,-0.05,0.5,2.0,0.0,0.0,1.5,46.5,46.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.5,1.5,0.74,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.245,0.5,0.0,0.0,0.0,0.0,0.0,0.8234814872037893,0.20587037180094733,0.41174074360189467,0.41174074360189467,0.0,0.41174074360189467,0.8234814872037893,50.0,0.41174074360189467,1.0293518590047366,0.617611115402842,0.41174074360189467,0.8234814872037893,1.6469629744075787,2.6763148334123152,0.0,65.0,12.0,31.5,24.5,9.5,0.5,65.0,1.0,0.5,50.0,0.5,50.0,30.5,148.0,48.0,0.0,0.5,0.0,1.0,0.0,34.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.20587037180094733,0.0,0.0,0.0,6.0,3.0,4.0,42.9,0.41174074360189467
53,56,Gaston Alvarez,uy URU,DF,Getafe,es La Liga,23-170,2000,4.0,0.0,0.5,0.25,50.0,0.125,0.0625,0.0,0.0,3.7,0.0,0.0,0.0,0.025,0.025,0.01,-0.025,-0.025,19.25,31.75,60.6,344.5,172.25,10.0,10.75,93.0,5.75,10.5,54.8,2.75,7.25,37.9,0.0,0.1,0.025,-0.1,0.5,2.25,0.5,0.5,2.0,31.75,24.75,7.0,0.0,0.0,0.0,2.0,6.75,0.0,0.0,0.0,0.0,19.25,0.0,1.0,2.0,0.5,1.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666536974595114,0.40277237394146304,0.5638813235180483,0.24166342436487784,0.16110894957658523,0.40277237394146304,0.5638813235180483,71.4,0.16110894957658523,0.7249902730946335,0.16110894957658523,0.5638813235180483,0.40277237394146304,1.3694260714009745,1.047208172247804,0.0,44.5,4.75,15.0,18.5,11.75,0.75,44.5,1.5,0.25,16.7,1.25,83.3,19.75,78.5,31.25,0.75,0.25,0.0,1.0,0.75,19.0,1.5,1.0,81.0,20.25,90.0,1.0,20.25,0.5,0.0,0.0,0.0,0.625,2.25,0.75,1.5,0.4175,0.4175,1.85,1.1,0.775,0.2125,0.635,0.25,0.0,0.0,1.75,0.75,0.0,2.0,1.25,0.40277237394146304,0.0,0.0,0.0,5.0,1.75,0.25,87.5,0.32221789915317045
54,57,Julian Alvarez,ar ARG,MF,Manchester City,eng Premier League,23-222,2000,4.0,0.5,3.5,1.5,42.9,0.8775,0.375,0.035,0.0825,3.925,0.5,0.0,0.0,0.45,0.45,0.0325,0.05,0.05,30.5,41.0,74.4,417.5,99.5,18.75,22.0,85.2,7.25,10.5,69.0,2.0,4.5,44.4,0.25,0.15,0.15,0.1,3.0,0.75,1.25,0.0,3.25,41.0,35.25,5.25,1.5,0.75,0.0,5.25,0.5,3.0,1.25,1.25,0.0,30.5,0.5,0.75,3.5,0.8775,2.0,1.0,0.25,0.0,0.25,0.0,0.5,0.125,0.25,0.0,0.0,0.0,0.25,0.0,1.283545298864222,1.283545298864222,0.4278484329547406,0.4278484329547406,0.4278484329547406,0.0,2.139242164773703,0.0,2.139242164773703,2.567090597728444,0.0,2.567090597728444,0.4278484329547406,1.7113937318189625,0.0,0.0,50.25,0.0,2.25,20.25,28.25,4.5,50.25,1.0,0.75,75.0,0.25,25.0,30.0,137.25,79.25,2.25,3.0,0.75,1.75,1.0,38.25,6.5,1.0,14.5,3.75,16.1,0.0,0.0,0.0,1.0,3.75,0.0,0.375,0.0,0.75,-0.75,-1.165,-1.5375,0.5,0.3,0.2,0.31,0.25,0.25,0.0,0.0,1.75,0.75,0.0,5.25,0.25,1.283545298864222,0.25,0.0,0.0,2.5,0.25,0.75,25.0,1.7113937318189625
55,58,Skelly Alvero,fr FRA,MF,Lyon,fr Ligue 1,21-129,2002,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,85.7,492.5,235.0,12.5,17.5,71.4,15.0,15.0,100.0,2.5,2.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,32.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0,0.0,45.0,0.0,10.0,35.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,20.0,97.5,12.5,0.0,0.0,0.0,0.0,5.0,22.5,0.0,2.5,82.5,82.5,12.2,0.0,0.0,0.0,2.5,82.5,2.5,2.5,0.0,2.5,-2.5,-6.824999999999999,-5.875,0.0,0.5,-0.5,-1.075,0.22499999999999998,2.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,5.0,2.5,66.7,1.0
56,59,Papa Amadou Diallo,sn SEN,MF,Metz,fr Ligue 1,19-077,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,290.0,0.0,10.0,10.0,100.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,20.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0,40.0,2850.0,710.0,79.2,40.0,710.0,0.0,0.0,0.0,0.0,12.5,60.0,60.0,0.0,0.0,-23.999999999999996,34.0,45.99999999999999,-11.999999999999998,-3.9,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.3589230388146535
57,60,Selim Amallah,ma MAR,MF,Valencia,es La Liga,26-299,1996,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,66.7,125.0,90.0,5.0,5.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4983399731247795,0.0,5.4983399731247795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4983399731247795,0.0,0.0,35.0,0.0,5.0,15.0,15.0,0.0,35.0,20.0,15.0,75.0,0.0,0.0,40.0,230.0,100.0,0.0,0.0,0.0,0.0,10.0,35.0,15.0,20.0,1800.0,450.0,100.0,20.0,450.0,20.0,0.0,0.0,0.0,12.5,45.0,15.0,30.0,7.5,0.0,37.99999999999999,26.499999999999996,11.999999999999998,2.9499999999999997,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.099667994624956
58,61,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27-056,1996,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571,13.571428571428573,63.2,102.14285714285715,15.714285714285715,5.714285714285714,8.571428571428571,66.7,2.142857142857143,2.857142857142857,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,13.571428571428573,13.571428571428573,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,8.571428571428571,0.0,1.4285714285714286,1.4285714285714286,1.042857142857143,0.7142857142857143,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9920366421470671,0.661357761431378,0.330678880715689,0.661357761431378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661357761431378,1.6533944035784454,0.330678880715689,0.0,28.571428571428573,0.0,5.714285714285714,16.42857142857143,7.142857142857143,1.4285714285714286,28.571428571428573,4.285714285714286,0.0,0.0,3.5714285714285716,83.3,15.000000000000002,115.71428571428572,71.42857142857143,1.4285714285714286,2.142857142857143,0.7142857142857143,4.285714285714286,0.7142857142857143,13.571428571428573,2.857142857142857,2.857142857142857,171.42857142857144,42.85714285714286,66.7,2.142857142857143,50.714285714285715,0.0,0.7142857142857143,19.28571428571429,0.0,0.17857142857142858,2.142857142857143,2.857142857142857,-0.7142857142857143,-0.2642857142857143,1.8785714285714286,1.5714285714285716,2.0,-0.4285714285714286,-0.17142857142857143,0.5071428571428571,0.0,0.0,0.0,1.4285714285714286,1.4285714285714286,1.4285714285714286,0.7142857142857143,1.4285714285714286,0.661357761431378,0.7142857142857143,0.0,0.0,2.857142857142857,0.7142857142857143,0.7142857142857143,50.0,0.46295043300196465
59,62,Lorenzo Amatucci,it ITA,MF,Fiorentina,it Serie A,19-217,2004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,85.0,88.2,1520.0,235.0,20.0,20.0,100.0,50.0,50.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,85.0,85.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,5.0,60.0,20.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,60.0,250.0,75.0,5.0,0.0,0.0,0.0,0.0,65.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.5476371485389075
